iso3,location,code_id,lat,lon,people,accuracy,hazard
ARG,Derqui,6,-29.155,-59.249,15,?,Flood
GTM,San Pablo Jocopilas,6,14.596,-91.439,15,ADM2,Flood
GTM,San Pablo,6,14.933,-92.004,15,ADM2,Flood
USA,Wilcoe,6,37.381,-81.564,15,ADM3,Storm
NGA,Nassarawo,2,9.45,12.733,15,ADM3,
GRC,Agia Paraskevi,7,38.375,26.08,15,ADM3,Wildfire
NGA,Bolewa B,6,11.704,11.086,15,ADM3,Flood
USA,Hensley,6,34.505,-92.206,15,ADM3,Flood
NGA,Turba,1,13.283,6.382,15,ADM3,
USA,Hardinsburg,6,37.78,-86.461,15,ADM3,Storm
BRA,Cachoeira do Arari,6,-0.846,-48.931,15,ADM2,Storm
BRA,Sobradinho,6,-29.416,-53.029,15,ADM2,Flood
GRC,Πίσω Πηγάδι,7,36.243,22.938,15,?,Wildfire
GRC,Ano Karnezaika,7,37.507,23.062,15,ADM3,Wildfire
PER,Echarate,6,-12.276,-72.689,15,ADM3,Flood
USA,Lebanon,6,36.208,-86.291,15,ADM3,Storm
IDN,Cianjur,6,-6.824,107.137,15,ADM2,Tornado
BRA,São Martinho da Serra,6,-29.458,-53.885,15,ADM2,Storm
BRA,Águas Lindas de Goiás,6,-15.766,-48.286,15,ADM2,Storm
ITA,Case Ponzetto,6,45.411,7.687,15,ADM3,Landslide/Wet mass movement
USA,Symsonia,6,36.92,-88.52,15,ADM3,Storm
BDI,Karinzi,6,-4.233,29.766,15,ADM3,Flood
IDN,Gunung Kidul Regency,6,-7.993,110.558,15,ADM2,Flood
KEN,Mfangano Island,2,-0.459,34.009,15,ADM2,
IDN,Sumbawa,6,-8.668,117.314,15,ADM2,Tornado
PER,Ocongate,6,-13.629,-71.385,15,ADM3,Flood
LBN,Batroun District,1,34.25,35.72,15,ADM2,
NGA,Banowa,1,13.149,13.173,15,ADM3,
ESP,Xàtiva,7,38.996,-0.514,15,ADM3,Wildfire
PHL,Santo Niño,6,6.428,124.678,15,ADM3,Tornado
LKA,Karandeniya,6,6.271,80.091,15,ADM3,Storm
UKR,Synelnykove,1,48.315,35.522,15,ADM3,
BDI,Gashoho,6,-2.767,30.169,15,ADM2,Flood
PER,Talavera,6,-13.654,-73.429,15,ADM3,Flood
USA,Lavalette,6,38.323,-82.447,15,ADM3,Storm
BRA,Ponte Alta,6,-27.426,-50.294,15,ADM2,Hailstorm
PER,Oropesa,6,-14.263,-72.554,15,ADM3,Storm
ESP,As Neves,7,42.123,-8.398,15,ADM3,Wildfire
ESP,Carmona,6,37.434,-5.615,15,ADM3,Storm
USA,New Haven,6,37.659,-85.593,15,ADM3,Storm
BRA,Brasília de Minas,6,-16.252,-44.457,15,ADM2,Storm
BDI,Gitara,6,-4.386,29.759,15,ADM3,Storm
UKR,Beryslav Raion,1,46.969,33.303,15,ADM2,
BRA,Massaranduba,6,-26.62,-48.982,15,ADM2,Storm
MEX,Zapopan,6,20.792,-103.491,15,ADM3,Flood
BRA,Campo Alegre do Fidalgo,7,-8.315,-41.792,15,ADM2,Wildfire
BRA,Buritis,7,-15.414,-46.555,15,ADM2,Wildfire
MEX,Álvaro Obregón,6,19.318,-99.278,15,ADM3,Landslide/Wet mass movement
BDI,Butihinda,6,-2.71,30.323,15,ADM2,Storm
BRA,Cravinhos,6,-21.338,-47.757,15,ADM2,Storm
PSE,Beit Ummar,1,31.621,35.103,15,ADM3,
BDI,Nyarusange,6,-3.578,29.809,15,ADM3,Flood
GTM,Municipio de Santa Lucía Milpas Altas,6,14.568,-90.676,15,ADM2,Earthquake
BDI,Ntaruka,6,-2.695,30.383,15,ADM3,Storm
PER,Gamarra,6,-13.848,-72.558,15,ADM3,Mixed disasters
BRA,Encruzilhada do Sul,6,-30.604,-52.683,15,ADM2,Storm
USA,Bonnieville,6,37.379,-85.903,15,ADM3,Storm
ESP,Voces,7,42.462,-6.719,15,ADM3,Wildfire
SOM,Cadaado,0,6.137,46.626,15,ADM2,
IDN,Tobadak,6,-2.079,119.297,15,ADM2,Tornado
USA,North Spring,6,37.568,-81.825,15,ADM3,Storm
NGA,Gudumbali East,2,12.975,13.29,15,ADM3,
BRA,Catuji,6,-17.363,-41.482,15,ADM2,Storm
ARG,Partido de Villarino,6,-39.157,-62.863,15,ADM2,Flood
COL,Roldanillo,6,4.446,-76.164,14,ADM2,Flood
USA,Santa Maria,6,26.079,-97.849,14,ADM3,Flood
NGA,Yola North,1,9.174,12.415,14,ADM3,
USA,Glendale,6,37.602,-85.906,14,ADM3,Storm
KHM,Prey Nob,6,10.72,103.816,14,ADM3,Tornado
PER,Chalhuanca,6,-14.295,-73.244,14,ADM3,Landslide/Wet mass movement
USA,Falls of Rough,6,37.59,-86.549,14,ADM3,Storm
USA,Glen Daniel,6,37.779,-81.337,14,ADM3,Storm
COL,Duitama,6,5.864,-73.09,14,ADM2,Flood
USA,Wayne,6,38.221,-82.442,14,ADM3,Storm
PAK,Bannu,1,32.899,70.687,14,ADM2,
PER,Lachaqui,6,-11.553,-76.627,14,ADM3,Flood
PER,Montevideo,6,-6.618,-77.802,14,ADM3,Flood
LKA,Hali Ela,6,6.955,81.031,14,ADM3,Flood
PER,Barranca,6,-10.754,-77.761,14,ADM3,Flood
USA,La Grulla,6,26.27,-98.647,14,ADM3,Flood
PER,Pimpingos,6,-6.062,-78.758,14,ADM3,Dry mass movement
PER,Llacanora,6,-7.194,-78.427,14,ADM3,Flood
JPN,Okinawa Prefecture,6,26.589,127.542,14,ADM1,Flood
USA,Eolia,6,37.054,-82.792,14,ADM3,Storm
SJM,Nybyen,6,78.201,15.588,14,ADM3,Avalanche
IDN,Purbalingga,6,-7.389,109.359,14,ADM2,Landslide/Wet mass movement
USA,Roark,6,37.023,-83.515,14,ADM3,Storm
COL,Río Viejo,6,8.431,-73.786,14,ADM2,Flood
JPN,Toyotomi,6,45.118,141.724,14,ADM3,Flood
UGA,Kilembe,6,0.203,30.009,14,ADM3,Landslide/Wet mass movement
USA,Stollings,6,37.838,-81.965,14,ADM3,Storm
PER,Sara Sara,6,-15.267,-73.454,14,ADM3,Flood
PER,Huancapón,6,-10.549,-77.112,14,ADM3,Landslide/Wet mass movement
CRI,Guanacaste,6,10.431,-85.366,14,ADM1,Flood
GRC,Σακκά Γ.,7,37.988,23.628,14,?,Wildfire
GRC,Potamoula,7,38.763,21.437,14,ADM3,Wildfire
GBR,Darwen,7,53.687,-2.467,14,ADM3,Sinkhole
MEX,Tampico,6,22.225,-97.859,14,ADM3,Flood
BRA,Ourilândia do Norte,6,-7.596,-51.432,14,ADM2,Storm
USA,La Mesa,6,32.122,-106.708,14,ADM3,Flood
USA,Cromona,6,37.186,-82.697,14,ADM3,Storm
USA,Highland Park,7,34.116,-118.184,14,ADM3,Wildfire
MDG,Anosy,6,-23.937,46.153,14,ADM1,Typhoon/Hurricane/Cyclone
PER,Ituata,6,-13.791,-70.251,14,ADM3,Landslide/Wet mass movement
USA,Chesterfield,6,38.663,-90.577,14,ADM3,Storm
UKR,Novhorod-Siverskyi Raion,1,52.091,33.162,14,ADM2,
USA,Blue River,6,37.619,-82.844,14,ADM3,Storm
PER,Catilluc,6,-6.826,-78.78,14,ADM3,Dry mass movement
CAF,Grimari,1,5.74,20.058,14,ADM2,
USA,Wyoming,6,37.582,-81.602,14,ADM3,Storm
NGA,Kuriga,1,10.705,6.806,14,ADM3,
NGA,Gumshi,1,13.161,10.342,14,ADM3,
USA,Bramwell,6,37.325,-81.312,14,ADM3,Storm
USA,Buckhorn,6,37.349,-83.476,14,ADM3,Storm
NGA,Adikpo,1,6.89,9.234,14,ADM3,
MEX,Baja California,6,30.359,-115.244,14,ADM1,Cold wave
COL,Payán,6,1.766,-78.183,14,ADM2,Flood
PAK,Upper Dīr District,6,35.146,72.013,14,ADM2,Flood
VNM,Lạng Sơn Province,6,21.893,106.588,14,ADM1,Landslide/Wet mass movement
PER,Yamón,6,-6.05,-78.528,14,ADM3,Flood
COL,Fomeque,6,4.485,-73.894,14,ADM2,Flood
PER,Chaparra,6,-15.739,-73.862,14,ADM3,Landslide/Wet mass movement
USA,Vest,6,37.397,-83.007,14,ADM3,Storm
PER,Acocro,6,-13.219,-74.042,14,ADM3,Flood
SLV,La Palma,6,14.317,-89.17,14,ADM2,Dry mass movement
PER,Palca,6,-17.778,-69.96,14,ADM3,Flood
ESP,Vilaboa,7,42.343,-8.664,14,ADM3,Wildfire
GTM,Municipio de San Pedro Sacatepéquez,6,14.676,-90.63,14,ADM2,Earthquake
COL,Municipio de María la Baja,6,9.992,-75.344,14,ADM2,Flood
BDI,Kayove,6,-4.144,29.687,14,ADM3,Flood
USA,Coldiron,6,36.827,-83.454,14,ADM3,Storm
PER,San Juan,6,-14.652,-74.199,14,ADM3,Flood
BOL,Municipio Ascencion de Guarayos,6,-15.208,-63.615,14,ADM3,Flood
ECU,El Pangui,6,-3.621,-78.605,14,ADM3,Flood
USA,Premium,6,37.143,-82.924,14,ADM3,Storm
PSE,Ramallah,1,31.907,35.194,14,ADM3,
USA,Hawaiian Gardens,7,33.828,-118.074,14,ADM3,Wildfire
NGA,Song,6,9.779,12.642,14,ADM3,Flood
PER,Succha,6,-9.823,-77.65,14,ADM3,Flood
BRA,Santo Antônio das Missões,6,-28.478,-55.409,14,ADM2,Storm
MDG,Vakinankaratra,6,-19.711,46.836,14,ADM1,Flood
USA,Port Isabel,6,26.073,-97.209,14,ADM3,Flood
PAK,Kohistān District,6,35.25,73.5,14,ADM2,Flood
PAK,Bahawalpur,1,29.395,71.664,14,ADM3,
PAK,Muridke,1,31.801,74.254,14,ADM3,
PAK,Chitral,6,35.851,71.79,14,ADM3,Earthquake
KHM,Phum Khtor,6,11.658,104.914,14,ADM3,Landslide/Wet mass movement
PER,Cochas,6,-10.657,-77.483,14,ADM3,Flood
PER,Carumas,6,-16.811,-70.694,14,ADM3,Flood
BOL,Municipio San Agustin,6,-21.453,-67.452,13,ADM3,Hailstorm
NGA,Danmusa  B,1,12.292,7.324,13,ADM3,
PER,Campanilla,6,-7.483,-76.65,13,ADM3,Flood
BOL,Municipio San Lucas,6,-20.151,-64.924,13,ADM3,Hailstorm
BRA,Visconde do Rio Branco,6,-20.995,-42.853,13,ADM2,Storm
USA,White Plains,6,37.184,-87.384,13,ADM3,Storm
PHL,Libungan,6,7.242,124.518,13,ADM3,Flood
BRA,São Sebastião da Bela Vista,6,-22.164,-45.785,13,ADM2,Storm
MYS,Pakan,6,1.894,111.681,13,ADM3,Flood
USA,Hidden Hills,7,34.164,-118.658,13,ADM3,Wildfire
PER,Juan Espinoza Medrano,6,-14.566,-72.906,13,ADM3,Flood
NGA,Kaambe,2,7.746,8.913,13,ADM3,
BRA,Rodeio,6,-26.932,-49.352,13,ADM2,Storm
PER,Ilabaya,6,-17.421,-70.513,13,ADM3,Flood
NGA,Gudumbali West,1,13.003,12.993,13,ADM3,
PER,Cutervo,6,-6.379,-78.816,13,ADM3,Flood
BRA,Itaguara,6,-20.379,-44.546,13,ADM2,Storm
RUS,Rostov oblast,7,47.622,40.796,13,ADM1,Wildfire
BOL,Municipio Alalay,6,-17.788,-65.636,13,ADM3,Flood
USA,Spanishburg,6,37.446,-81.12,13,ADM3,Storm
PER,Cátac,6,-9.924,-77.338,13,ADM3,Flood
NGA,Wulbari/Ndine/Chachile,1,11.503,13.961,13,ADM3,
USA,Amigo,6,37.597,-81.321,13,ADM3,Storm
PER,El Porvenir,6,-13.389,-73.55,13,ADM3,Mixed disasters
PER,El Tambo,6,-11.972,-75.147,13,ADM3,Flood
PER,Ranracancha,6,-13.533,-73.606,13,ADM3,Flood
PER,Rapayán,6,-9.203,-76.759,13,ADM3,Flood
UKR,Kramatorsk,1,48.729,37.567,13,ADM3,
UKR,Mykolaivka,1,47.999,38.244,13,ADM3,
USA,Rhodell,6,37.609,-81.306,13,ADM3,Storm
NZL,Kaikōura District,7,-42.237,173.608,13,ADM2,Wildfire
BRA,Ituporanga,6,-27.483,-49.491,13,ADM2,Flood
USA,Eagle Rock,7,34.139,-118.214,13,ADM3,Wildfire
USA,Earlington,6,37.274,-87.512,13,ADM3,Storm
BDI,Makamba,0,-4.237,29.8,13,ADM1,
BOL,Municipio Colcha K,6,-20.786,-67.416,13,ADM3,Hailstorm
BOL,Municipio Incahuasi,6,-20.615,-64.609,13,ADM3,Flood
IDN,Kota Palu,6,-0.792,119.891,13,ADM2,Flood
BRA,Sorocaba,6,-23.496,-47.46,13,ADM2,Storm
BOL,Municipio Villa Nueva,6,-10.664,-66.092,13,ADM3,Flood
BRA,Berilo,6,-16.863,-42.489,13,ADM2,Storm
TUR,Uşak,7,38.549,29.324,13,ADM1,Wildfire
NPL,Kavrepalanchok,6,27.545,85.623,13,ADM2,Flood
USA,Seco,6,37.172,-82.732,13,ADM3,Storm
PER,Santa Rosa,6,-5.433,-78.567,13,ADM3,Flood
BDI,Karambo,6,-2.874,30.233,13,ADM3,Storm
PER,Desaguadero,6,-16.565,-69.04,13,ADM3,Flood
SLV,Acajutla,6,13.593,-89.828,13,ADM2,Earthquake
BRA,Cambuci,6,-21.508,-41.949,13,ADM2,Flood
BRA,Bossoroca,6,-28.671,-54.962,13,ADM2,Storm
UGA,Muhokya,6,0.09,30.044,13,ADM3,Storm
GTM,Municipio de Pastores,6,14.596,-90.77,13,ADM2,Flood
BDI,Gitaba,6,-3.056,30.372,13,ADM3,Hailstorm
USA,Keystone,6,37.415,-81.451,13,ADM3,Storm
BDI,Ciyando,6,-3.081,30.364,13,ADM3,Storm
BRA,Araçuaí,6,-16.908,-41.986,13,ADM2,Flood
USA,Littlerock,7,34.521,-117.984,13,ADM3,Wildfire
USA,Lake Hughes,7,34.677,-118.445,13,ADM3,Wildfire
PER,Nueva Cajamarca,6,-5.941,-77.309,13,ADM3,Flood
PER,San Damián,6,-11.96,-76.329,13,ADM3,Flood
PER,Salpo,6,-8.003,-78.604,13,ADM3,Flood
PRT,Miragaia,6,39.223,-9.254,13,ADM3,Storm
PRT,Lourinhã,6,39.246,-9.271,13,ADM3,Storm
ESP,Azagra,6,42.295,-1.874,13,ADM3,Landslide/Wet mass movement
AUS,Port Hedland,6,-20.311,118.58,13,ADM3,Typhoon/Hurricane/Cyclone
PNG,Madang,6,-5.213,145.809,13,ADM3,Flood
PHL,Tubod,6,8.056,123.79,13,ADM3,Flood
PER,Los Chankas,6,-13.39,-73.783,13,ADM3,Flood
USA,Fairdale,6,38.105,-85.759,13,ADM3,Storm
PER,Longotea,6,-7.044,-77.872,13,ADM3,Flood
USA,Letcher,6,37.145,-82.959,13,ADM3,Storm
BDI,Sasa,6,-2.582,29.987,13,ADM3,Hailstorm
BRA,Quaraí,6,-30.294,-56.154,13,ADM2,Storm
PER,Fitzcarrald,6,-12.016,-70.914,13,ADM3,Storm
USA,Coal Mountain,6,37.67,-81.728,13,ADM3,Storm
PER,Campoverde,6,-8.559,-74.812,13,ADM3,Storm
PER,Cajamarca,6,-7.157,-78.517,13,ADM3,Flood
GTM,Casillas,6,14.404,-90.139,13,ADM2,Landslide/Wet mass movement
GTM,El Progreso,2,14.852,-90.065,13,ADM1,
BRA,Virgolândia,6,-18.443,-42.307,13,ADM2,Storm
ARG,Urdampilleta,6,-36.428,-61.418,13,?,Storm
PER,Pontó,6,-9.326,-77.004,13,ADM3,Flood
PER,Paico,6,-14.038,-73.642,13,ADM3,Flood
MYS,Tambunan,6,5.669,116.366,13,ADM3,Flood
MYS,Padang Terap,6,6.234,100.685,13,ADM2,Flood
USA,Palm Valley,6,26.202,-97.754,13,ADM3,Flood
USA,Palestine,6,34.972,-90.904,13,ADM3,Flood
PER,Chetilla,6,-7.147,-78.673,13,ADM3,Flood
PER,Chalcos,6,-13.848,-73.754,13,ADM3,Flood
NGA,Opalo,2,9.517,11.933,13,ADM3,
BDI,Buhevyi,6,-3.527,30.044,13,ADM3,Flood
PER,Ripán,6,-9.828,-76.803,13,ADM3,Flood
NGA,Garkida,6,10.415,12.566,13,ADM3,Flood
BRA,Laranjal,6,-21.359,-42.457,12,ADM2,Storm
ARG,Casilda,6,-33.054,-61.175,12,ADM3,Storm
PHL,Leon,6,10.781,122.388,12,ADM3,Landslide/Wet mass movement
GRC,Egrigoros,7,38.575,25.917,12,ADM3,Wildfire
FRA,Modane,6,45.195,6.669,12,ADM3,Flood
USA,Wilsondale,6,37.954,-82.328,12,ADM3,Storm
GRC,Λιανιάνικα,7,36.284,22.96,12,?,Wildfire
USA,Bullitt County,6,37.984,-85.685,12,ADM3,Storm
USA,Bridgeton,6,38.767,-90.412,12,ADM3,Storm
BRA,Francisco Sá,6,-16.41,-43.495,12,ADM2,Storm
USA,Big Sandy,6,37.464,-81.698,12,ADM3,Storm
XKX,Leskovec,6,42.176,20.728,12,ADM3,Landslide/Wet mass movement
USA,Ary,6,37.366,-83.151,12,ADM3,Storm
USA,Cloverport,6,37.833,-86.633,12,ADM3,Storm
IDN,Tirawuta,6,-4.007,121.864,12,ADM2,Earthquake
USA,City of Saint Charles,6,37.188,-87.551,12,ADM3,Storm
IDN,Soe,6,-9.869,124.305,12,ADM2,Landslide/Wet mass movement
IDN,Bireuen,6,5.083,96.592,12,ADM2,Tornado
PER,Chanchamayo,6,-11.059,-75.499,12,ADM3,Flood
GTM,Santa Cruz el Chol,6,14.949,-90.487,12,ADM2,Landslide/Wet mass movement
BRA,Iraí,6,-27.271,-53.237,12,ADM2,Storm
USA,Antioch,6,36.06,-86.672,12,ADM3,Storm
RUS,Murom,1,55.574,42.045,12,ADM3,
USA,Chattaroy,6,37.703,-82.281,12,ADM3,Storm
USA,Hallie,6,37.102,-83.021,12,ADM3,Storm
BDI,Gisenga,6,-4.422,29.669,12,ADM3,Flood
IDN,Morotai,6,2.313,128.442,12,ADM2,Storm
BRA,Orleans,6,-28.3,-49.354,12,ADM2,Storm
RUS,Mokraya Orlovka,1,50.516,35.509,12,ADM3,
RUS,Lozovoye,1,49.923,39.141,12,ADM3,
BDI,Kiyange,6,-4.219,29.923,12,ADM3,Storm
CHL,Viña del Mar,6,-33.025,-71.524,12,ADM3,Storm
BRA,Nova Porteirinha,6,-15.716,-43.282,12,ADM2,Storm
MEX,Colima,6,19.099,-103.654,12,ADM3,Storm
BDI,Muheka,6,-3.862,29.603,12,ADM3,Storm
SLV,Intipucá,6,13.196,-88.054,12,ADM2,Flood
USA,East Bernstadt,6,37.19,-84.118,12,ADM3,Storm
CMR,Darak,6,12.771,14.43,12,ADM3,Flood
USA,Donaldson,6,34.237,-92.924,12,ADM3,Flood
GTM,San Andrés Sajcabajá,7,15.228,-90.922,12,ADM2,Wildfire
BRA,Alto Bela Vista,6,-27.41,-51.931,12,ADM2,Flood
USA,Lester,6,37.735,-81.3,12,ADM3,Storm
CAF,Yalinga,1,6.511,23.251,12,ADM2,
SLV,Osicala,6,13.804,-88.153,12,ADM2,Flood
USA,Mortons Gap,6,37.237,-87.475,12,ADM3,Storm
GTM,Canillá,6,15.204,-90.856,12,ADM2,Landslide/Wet mass movement
BDI,Buvumbi,6,-2.753,30.255,12,ADM3,Hailstorm
USA,Grace,6,33.0,-90.956,12,ADM3,Storm
AUS,Central Coast Council,6,-33.312,151.312,12,ADM2,Erosion
BRA,Rubelita,6,-16.342,-42.228,12,ADM2,Storm
USA,Tutor Key,6,37.845,-82.767,12,ADM3,Storm
ARG,Rivera,6,-37.16,-63.249,12,?,Flood
BRA,São Gonçalo do Pará,6,-19.973,-44.84,12,ADM2,Storm
ARG,Departamento San Carlos,6,-34.091,-69.112,12,ADM2,Storm
NGA,Kaguram,1,12.617,13.667,12,ADM3,
ARG,La Plata,6,-34.921,-57.954,12,ADM3,Flood
NGA,Dilli,6,9.532,12.151,12,ADM3,Flood
ARG,San Salvador de Jujuy,6,-24.089,-65.278,12,ADM3,Flood
USA,Wendover,6,37.126,-83.363,12,ADM3,Storm
ECU,Paquisha,6,-3.921,-78.588,12,ADM3,Flood
BDI,Butezi,6,-3.397,30.156,12,ADM3,Flood
GTM,San Juan Chamelco,6,15.383,-90.239,12,ADM2,Landslide/Wet mass movement
UKR,Bilopillia Raion,1,51.04,34.278,12,ADM2,
UGA,Western Region,6,0.445,30.525,12,ADM2,Flood
BRA,Mauá da Serra,6,-23.911,-51.18,12,ADM2,Storm
USA,Hartford,6,43.666,-72.384,12,ADM3,Flood
SOM,Lower Juba,0,0.448,41.92,12,ADM2,
KOR,Hyeon-ri,7,37.949,128.314,12,ADM3,Wildfire
USA,Searcy,6,35.251,-91.736,12,ADM3,Flood
PER,Matara,6,-7.275,-78.263,12,ADM3,Flood
UGA,Adilang,6,2.743,33.483,12,ADM3,Flood
PER,Santa Teresa,6,-13.13,-72.594,12,ADM3,Dry mass movement
USA,Dry Creek,6,37.86,-81.464,12,ADM3,Storm
GTM,Zacapa,2,15.02,-89.486,12,ADM1,
USA,Carrie,6,37.332,-83.033,12,ADM3,Storm
BRA,Itajaí,6,-26.975,-48.771,12,ADM2,Storm
CHL,Coquimbo,6,-29.953,-71.338,12,ADM3,Storm
BRA,São Cristóvão do Sul,6,-27.267,-50.377,12,ADM2,Hailstorm
CHL,Concepcion,6,-36.845,-72.959,12,ADM3,Storm
CAF,Mbaïki,1,3.873,17.986,12,ADM2,
BRA,Boqueirão do Leão,6,-29.313,-52.398,12,ADM2,Flood
BRA,Marilândia do Sul,6,-23.744,-51.294,12,ADM2,Storm
COL,Mesetas,6,3.156,-74.099,11,ADM2,Flood
USA,Clarkson,6,37.495,-86.221,11,ADM3,Storm
BDI,Nyabiraba,6,-3.562,29.893,11,ADM3,Flood
USA,Ragland,6,37.703,-82.127,11,ADM3,Storm
COL,Mutiscua,6,7.298,-72.799,11,ADM2,Landslide/Wet mass movement
GTM,Río Blanco,6,15.044,-91.68,11,ADM2,Flood
USA,Peach Creek,6,37.875,-81.985,11,ADM3,Storm
SOM,Dhuusamarreeb,6,5.536,46.387,11,ADM2,Drought
USA,Kipnuk,6,59.935,-164.04,11,ADM3,Flood
USA,Johnnie Foxworth Road,6,31.151,-90.066,11,ADM3,Storm
COL,Caicedonia,6,4.336,-75.827,11,ADM2,Landslide/Wet mass movement
BRA,Cardoso Moreira,6,-21.512,-41.461,11,ADM2,Storm
BRA,Castro,6,-24.805,-49.998,11,ADM2,Hailstorm
GRC,Stratoi,7,35.291,23.733,11,ADM3,Wildfire
BRA,Caxias do Sul,6,-29.067,-50.96,11,ADM2,Storm
USA,Man,6,37.74,-81.878,11,ADM3,Storm
USA,Ashland City,6,36.274,-87.064,11,ADM3,Storm
USA,Cora,6,37.834,-82.027,11,ADM3,Storm
PAN,Panamá,6,9.195,-79.431,11,ADM2,Storm
ARG,Municipio de Los Surgentes,6,-32.986,-62.016,11,ADM3,Storm
PHL,Dumangas,6,10.802,122.76,11,ADM3,Tornado
COL,Chinchiná,6,4.975,-75.704,11,ADM2,Landslide/Wet mass movement
COL,Piedecuesta,6,6.974,-73.023,11,ADM2,Landslide/Wet mass movement
BDI,Nyaruhinda,6,-2.965,30.218,11,ADM3,Hailstorm
USA,Linefork,6,37.02,-82.96,11,ADM3,Storm
USA,Naoma,6,37.868,-81.487,11,ADM3,Storm
NIC,Matagalpa,6,12.94,-85.696,11,ADM1,Flood
CRI,Cantón Pococí,6,10.5,-83.656,11,ADM2,Flood
RUS,Rylsky District,1,51.571,34.539,11,ADM2,
BRA,Aquidauana,6,-20.458,-55.838,11,ADM2,Flood
BRA,Brejo da Madre de Deus,6,-8.076,-36.281,11,ADM2,Storm
KOR,Jeollabuk-do,6,35.789,126.769,11,ADM1,Flood
COL,Vistahermosa,6,2.904,-73.532,11,ADM2,Flood
RUS,Verkhnyaya Tishanka,1,51.323,40.537,11,ADM3,
USA,Elkhorn,6,37.386,-81.411,11,ADM3,Storm
USA,Shannon Hills,6,34.62,-92.395,11,ADM3,Flood
BDI,Kizingoma,6,-3.061,29.977,11,ADM3,Hailstorm
COL,Solano,6,0.228,-73.276,11,ADM2,Flood
BDI,Migunga I,6,-2.836,30.241,11,ADM3,Storm
USA,Crab Orchard,6,37.741,-81.231,11,ADM3,Storm
USA,Kingston Springs,6,36.102,-87.115,11,ADM3,Storm
BRA,Santiago,6,-29.192,-54.867,11,ADM2,Storm
BRA,Coronel Sapucaia,6,-23.348,-55.383,11,ADM2,Storm
USA,Olmito,6,26.022,-97.534,11,ADM3,Flood
CAF,Ngam,2,6.027,15.431,11,ADM3,
MEX,Amacuzac,6,18.588,-99.377,11,ADM3,Dry mass movement
MEX,González,6,22.79,-98.576,11,ADM3,Storm
TON,Nuku'alofa,6,-21.134,-175.202,11,ADM3,Earthquake
MEX,Ciudad Acuña,6,29.32,-100.948,11,ADM3,Flood
BRA,Corumbá,6,-18.648,-56.821,11,ADM2,Storm
BDI,Nyabikere,6,-3.265,30.112,11,ADM3,Hailstorm
SLV,Coatepeque,7,13.925,-89.504,11,ADM2,Wildfire
USA,Robards,6,37.674,-87.547,11,ADM3,Storm
COL,Repelón,6,10.503,-75.135,11,ADM2,Storm
COL,Rovira,6,4.212,-75.342,11,ADM2,Landslide/Wet mass movement
COL,Tibú,6,8.695,-72.813,11,ADM2,Flood
USA,Rousseau,6,37.593,-83.23,11,ADM3,Storm
CHL,Corral,6,-39.826,-73.213,11,?,Dry mass movement
MEX,La Magdalena Contreras,6,19.275,-99.263,11,ADM3,Landslide/Wet mass movement
MEX,Xochimilco,7,19.237,-99.082,11,ADM3,Sinkhole
USA,Gratz,6,38.474,-84.953,11,ADM3,Storm
BDI,Gitaramuka,6,-2.981,30.173,11,ADM3,Hailstorm
MEX,Pinal de Amoles,6,21.167,-99.623,11,ADM3,Landslide/Wet mass movement
LKA,Uhana,6,7.363,81.636,11,ADM3,Storm
ECU,Amaluza,6,-2.628,-78.521,11,ADM3,Flood
USA,Bedford,6,38.593,-85.318,11,ADM3,Storm
ECU,Bolívar,6,-1.675,-79.058,11,ADM1,Flood
RUS,Kozinka,1,50.457,35.592,11,ADM3,
RUS,Kolotilovka,1,50.813,35.438,11,ADM3,
USA,Beebe,6,35.07,-91.88,11,ADM3,Flood
USA,Cherokee Village,6,36.296,-91.542,11,ADM3,Flood
UGA,Kasese,6,0.131,30.005,11,ADM2,Flood
ESP,Colmenar Viejo,7,40.662,-3.749,11,ADM3,Wildfire
USA,Utica,6,37.602,-87.113,11,ADM3,Storm
NGA,Orokam,1,6.988,7.584,11,ADM3,
MYS,Kudat,6,6.89,116.843,11,ADM3,Flood
BRA,Cachoeiras de Macacu,6,-22.487,-42.711,11,ADM2,Storm
BRA,Campo Mourão,6,-24.119,-52.392,11,ADM2,Hailstorm
NGA,Rigange primary heath center,6,9.574,11.761,11,ADM3,Flood
MEX,Tepic,6,21.504,-104.895,11,ADM3,Landslide/Wet mass movement
MEX,San Joaquín,6,20.999,-99.491,11,ADM3,Flood
USA,Westport,6,38.479,-85.475,11,ADM3,Storm
MEX,Monterrey,6,25.64,-100.293,11,ADM3,Flood
GTM,Tajumulco,6,15.053,-91.972,11,ADM2,Landslide/Wet mass movement
BWA,Etsha 13,6,-19.017,22.317,11,ADM3,Flood
USA,Village of Richfield,6,43.256,-88.194,11,ADM3,Flood
NGA,Niger,1,9.774,5.711,11,ADM1,
USA,Meally,6,37.797,-82.74,11,ADM3,Storm
NGA,Borno,2,11.872,13.435,11,ADM1,
NGA,Mbawar,2,6.914,8.825,11,ADM3,
USA,Bradford,6,35.423,-91.456,10,ADM3,Flood
BRA,Ferros,6,-19.238,-42.97,10,ADM2,Storm
BRA,Estreito,6,-6.772,-47.168,10,ADM2,Storm
VNM,Quế Phong District,6,19.709,104.85,10,ADM2,Flood
USA,Bismarck,6,34.316,-93.171,10,ADM3,Flood
BRA,Getúlio Vargas,6,-27.874,-52.165,10,ADM2,Hailstorm
