iso3,adm_1,code_id,events,deaths,lat,lon,conflicts,share
AGO,Cuanza Norte province,5,11,225,-9.054545181818183,14.606060727272729,UNITA - Civilians,0.2616279069767442
AGO,Cuanza Sul province,1,95,971,-10.969122631578948,14.734385810526316,Angola: Government,0.8803263825929284
AGO,Cuanza Sul province,4,2,0,-11.45,14.5916665,Government of Angola - Civilians,0.0
AGO,Cuanza Sul province,5,17,132,-10.849999823529412,14.655882235294117,UNITA - Civilians,0.11967361740707162
AGO,Cunene province,1,28,233,-16.10416675,16.008928535714286,Angola: Government,0.8597785977859779
AGO,Cunene province,4,1,0,-15.766667,15.283333,Government of Angola - Civilians,0.0
AGO,Cunene province,5,6,38,-16.614030500000002,16.067424833333334,UNITA - Civilians,0.14022140221402213
AGO,Huambo province,1,125,7532,-12.601151631999999,15.652677528,Angola: Government,0.9486146095717884
AGO,Huambo province,4,3,1,-12.711851666666666,15.715000333333334,Government of Angola - Civilians,0.00012594458438287153
AGO,Huambo province,5,27,407,-12.629538259259258,15.656808037037036,UNITA - Civilians,0.051259445843828716
AGO,Huila province,1,102,1708,-14.726408794117647,14.877549205882353,Angola: Government,0.9655172413793104
AGO,Huila province,4,3,1,-15.055555666666669,14.0,Government of Angola - Civilians,0.0005652911249293386
AGO,Huila province,5,17,60,-14.835293882352941,15.038235294117648,UNITA - Civilians,0.033917467495760314
AGO,Luanda province,1,18,1256,-8.835690555555555,13.608631888888889,Angola: Government,0.9736434108527132
AGO,Luanda province,4,15,24,-8.827184933333333,13.3274442,Government of Angola - Civilians,0.018604651162790697
AGO,Luanda province,5,2,10,-11.638593,16.0648845,UNITA - Civilians,0.007751937984496124
AGO,Lunda Norte province,1,64,368,-8.441846203125,20.07620271875,Angola: Government,0.5705426356589147
AGO,Lunda Norte province,4,7,32,-8.477419,19.582239714285713,Government of Angola - Civilians,0.04961240310077519
AGO,Lunda Norte province,5,23,245,-8.194681652173912,20.558497130434784,UNITA - Civilians,0.3798449612403101
AGO,Lunda Sul province,1,51,367,-9.891570647058824,20.151434215686272,Angola: Government,0.8800959232613909
AGO,Lunda Sul province,5,8,50,-9.77083325,20.11666675,UNITA - Civilians,0.11990407673860912
AGO,Malanje province,1,133,1686,-9.527846090225564,16.369320586466166,Angola: Government,0.8977635782747604
AGO,Malanje province,4,3,4,-9.544720666666667,16.345279333333334,Government of Angola - Civilians,0.002129925452609159
AGO,Malanje province,5,19,188,-9.516722263157895,16.329804105263158,UNITA - Civilians,0.10010649627263046
AGO,Moxico province,1,75,775,-12.442160333333334,20.616330373333334,Angola: Government,0.9462759462759462
